OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0007530,10/27/2016,12/12/2016,29,Export,GBP,GUT930,37,9,7,"6,291.30","5,158.87","44,039.10"
SO - 0007531,10/27/2016,12/10/2016,32,Wholesale,NZD,NXH382,59,2,10,"1,869.30","1,345.90","18,693.00"
SO - 0007532,10/27/2016,12/17/2016,33,Wholesale,AUD,GUT930,35,2,8,"3,959.70","2,930.18","31,677.60"
SO - 0007533,10/27/2016,1/9/2017,8,Wholesale,NZD,AXW291,23,1,6,"2,371.80","1,209.62","14,230.80"
SO - 0007534,10/27/2016,1/4/2017,16,Wholesale,NZD,GUT930,44,8,10,221.10,90.65,"2,211.00"
SO - 0007535,10/28/2016,12/20/2016,26,Export,USD,GUT930,44,1,9,201.00,102.51,"1,809.00"
SO - 0007536,10/28/2016,1/6/2017,45,Export,AUD,AXW291,13,11,7,174.20,120.20,"1,219.40"
SO - 0007537,10/28/2016,12/16/2016,1,Wholesale,NZD,GUT930,40,7,7,"1,989.90","1,114.34","13,929.30"
SO - 0007538,10/28/2016,12/18/2016,18,Wholesale,NZD,AXW291,24,10,6,"2,566.10","1,950.24","15,396.60"
SO - 0007539,10/28/2016,12/30/2016,45,Distributor,AUD,AXW291,25,1,11,"1,112.20",500.49,"12,234.20"
SO - 0007540,10/28/2016,1/26/2017,22,Wholesale,AUD,NXH382,58,5,10,"1,708.50","1,383.89","17,085.00"
SO - 0007541,10/28/2016,11/28/2016,24,Wholesale,NZD,GUT930,32,1,10,924.60,499.28,"9,246.00"
SO - 0007542,10/28/2016,1/18/2017,45,Wholesale,USD,AXW291,18,9,9,"3,899.40","3,275.50","35,094.60"
SO - 0007543,10/28/2016,12/9/2016,37,Wholesale,NZD,AXW291,18,13,5,"1,118.90",850.36,"5,594.50"
SO - 0007544,10/29/2016,12/5/2016,39,Wholesale,NZD,GUT930,39,1,8,683.40,444.21,"5,467.20"
SO - 0007545,10/29/2016,12/17/2016,9,Wholesale,NZD,AXW291,31,2,6,"5,333.20","2,986.59","31,999.20"
SO - 0007546,10/29/2016,11/29/2016,43,Distributor,GBP,AXW291,14,7,10,"1,748.70","1,381.47","17,487.00"
SO - 0007547,10/29/2016,12/15/2016,43,Wholesale,NZD,FLR025,62,2,5,221.10,101.71,"1,105.50"
SO - 0007548,10/29/2016,11/28/2016,34,Distributor,AUD,AXW291,23,11,11,"1,681.70","1,227.64","18,498.70"
SO - 0007549,10/29/2016,1/2/2017,44,Wholesale,NZD,AXW291,3,5,9,817.40,531.31,"7,356.60"
SO - 0007550,10/29/2016,12/4/2016,42,Wholesale,USD,AXW291,8,2,6,964.80,578.88,"5,788.80"
SO - 0007551,10/29/2016,1/24/2017,49,Export,GBP,GUT930,43,11,8,978.20,401.06,"7,825.60"
SO - 0007552,10/29/2016,1/10/2017,18,Wholesale,AUD,AXW291,17,5,5,"4,006.60","2,043.37","20,033.00"
SO - 0007553,10/30/2016,1/2/2017,48,Export,NZD,GUT930,37,7,9,"1,038.50",695.80,"9,346.50"
SO - 0007554,10/30/2016,1/4/2017,23,Wholesale,NZD,AXW291,12,2,5,"2,452.20","1,741.06","12,261.00"
SO - 0007555,10/30/2016,1/9/2017,42,Wholesale,GBP,NXH382,57,7,7,"1,708.50","1,042.19","11,959.50"
SO - 0007556,10/30/2016,12/30/2016,45,Distributor,USD,GUT930,42,6,5,"5,969.70","4,417.58","29,848.50"
SO - 0007557,10/30/2016,12/7/2016,16,Wholesale,EUR,GUT930,34,11,5,"1,902.80",761.12,"9,514.00"
SO - 0007558,10/30/2016,12/7/2016,41,Distributor,NZD,AXW291,15,2,12,"2,479.00","1,041.18","29,748.00"
SO - 0007559,10/30/2016,1/11/2017,36,Wholesale,NZD,AXW291,10,6,9,"3,289.70","2,500.17","29,607.30"
SO - 0007560,10/30/2016,12/23/2016,39,Wholesale,NZD,GUT930,44,8,8,"1,078.70",787.45,"8,629.60"
SO - 0007561,10/31/2016,12/23/2016,22,Wholesale,USD,FLR025,65,3,6,"2,626.40","1,680.90","15,758.40"
SO - 0007562,10/31/2016,1/28/2017,13,Wholesale,NZD,AXW291,27,5,5,"5,487.30","3,292.38","27,436.50"
SO - 0007563,10/31/2016,1/11/2017,3,Export,NZD,AXW291,13,10,12,"2,639.80","1,293.50","31,677.60"
SO - 0007564,10/31/2016,12/25/2016,46,Wholesale,USD,AXW291,6,13,6,"1,165.80",512.95,"6,994.80"
SO - 0007565,10/31/2016,1/4/2017,37,Wholesale,AUD,AXW291,19,11,6,"1,092.10",797.23,"6,552.60"
SO - 0007566,10/31/2016,1/7/2017,22,Wholesale,NZD,FLR025,66,9,9,"6,539.20","2,942.64","58,852.80"
SO - 0007567,10/31/2016,12/18/2016,26,Wholesale,NZD,AXW291,10,1,5,"1,105.50",729.63,"5,527.50"
SO - 0007568,10/31/2016,1/10/2017,36,Wholesale,NZD,AXW291,16,4,8,"1,098.80",879.04,"8,790.40"
SO - 0007569,10/31/2016,1/2/2017,4,Distributor,AUD,FLR025,66,7,10,884.40,725.21,"8,844.00"
SO - 0007570,10/31/2016,12/9/2016,28,Wholesale,AUD,GUT930,42,7,9,"1,755.40",877.70,"15,798.60"
SO - 0007571,10/31/2016,1/16/2017,5,Distributor,USD,AXW291,16,1,12,"1,098.80",648.29,"13,185.60"
SO - 0007572,10/31/2016,1/19/2017,23,Wholesale,AUD,AXW291,21,11,12,"1,065.30",458.08,"12,783.60"
SO - 0007573,10/31/2016,1/29/2017,32,Wholesale,GBP,AXW291,7,2,12,"1,815.70",980.48,"21,788.40"
SO - 0007574,10/31/2016,1/11/2017,42,Wholesale,NZD,GUT930,42,5,8,"5,152.30","2,576.15","41,218.40"
SO - 0007575,11/1/2016,12/8/2016,32,Wholesale,AUD,GUT930,35,1,12,"2,579.50","1,212.37","30,954.00"
SO - 0007576,11/1/2016,1/2/2017,48,Distributor,AUD,NXH382,56,9,11,891.10,356.44,"9,802.10"
SO - 0007577,11/1/2016,12/7/2016,50,Distributor,GBP,GUT930,33,13,12,"1,038.50",591.95,"12,462.00"
SO - 0007578,11/1/2016,12/19/2016,18,Distributor,NZD,GUT930,44,9,9,951.40,704.04,"8,562.60"
SO - 0007579,11/1/2016,1/5/2017,25,Wholesale,NZD,AXW291,4,11,12,931.30,651.91,"11,175.60"
SO - 0007580,11/1/2016,12/13/2016,24,Wholesale,AUD,GUT930,38,5,5,"3,450.50","2,346.34","17,252.50"
SO - 0007581,11/1/2016,12/27/2016,24,Distributor,USD,GUT930,42,2,12,998.30,628.93,"11,979.60"
SO - 0007582,11/1/2016,1/1/2017,1,Wholesale,NZD,GUT930,43,7,9,"3,932.90","2,831.69","35,396.10"
SO - 0007583,11/1/2016,1/15/2017,24,Wholesale,NZD,AXW291,11,5,10,"3,698.40","3,106.66","36,984.00"
SO - 0007584,11/1/2016,12/6/2016,42,Distributor,USD,AXW291,21,7,8,"1,788.90",966.01,"14,311.20"
SO - 0007585,11/1/2016,1/23/2017,33,Distributor,EUR,GUT930,34,2,6,971.50,777.20,"5,829.00"
SO - 0007586,11/1/2016,1/24/2017,42,Distributor,AUD,NXH382,59,11,10,"2,525.90","1,742.87","25,259.00"
SO - 0007587,11/2/2016,12/27/2016,5,Export,USD,AXW291,1,6,10,"2,391.90","1,363.38","23,919.00"
SO - 0007588,11/2/2016,12/15/2016,42,Distributor,USD,AXW291,23,5,6,991.60,743.70,"5,949.60"
SO - 0007589,11/2/2016,1/20/2017,14,Export,USD,NXH382,60,1,11,234.50,157.12,"2,579.50"
SO - 0007590,11/2/2016,12/22/2016,24,Wholesale,NZD,AXW291,29,10,12,"3,886.00","1,904.14","46,632.00"
SO - 0007591,11/2/2016,12/31/2016,1,Wholesale,USD,AXW291,31,1,5,"5,246.10","3,619.81","26,230.50"
SO - 0007592,11/2/2016,12/27/2016,42,Wholesale,USD,NXH382,59,9,9,"3,973.10","2,185.21","35,757.90"
SO - 0007593,11/2/2016,1/27/2017,12,Wholesale,GBP,NXH382,49,6,12,227.80,107.07,"2,733.60"
SO - 0007594,11/2/2016,12/15/2016,47,Wholesale,USD,NXH382,51,9,9,167.50,73.70,"1,507.50"
SO - 0007595,11/2/2016,12/15/2016,36,Distributor,USD,AXW291,12,7,6,"1,051.90",662.70,"6,311.40"
SO - 0007596,11/2/2016,12/9/2016,35,Wholesale,USD,NXH382,56,5,10,"2,217.70","1,153.20","22,177.00"
SO - 0007597,11/2/2016,1/8/2017,2,Export,NZD,NXH382,57,2,12,"1,132.30",951.13,"13,587.60"
SO - 0007598,11/2/2016,12/29/2016,34,Export,USD,GUT930,45,7,12,"1,085.40",477.58,"13,024.80"
SO - 0007599,11/2/2016,12/25/2016,24,Wholesale,EUR,NXH382,58,7,9,958.10,603.60,"8,622.90"
SO - 0007600,11/2/2016,1/20/2017,46,Distributor,USD,NXH382,55,13,5,"3,651.50","2,409.99","18,257.50"
SO - 0007601,11/3/2016,1/7/2017,11,Wholesale,USD,FLR025,65,7,11,"1,996.60","1,098.13","21,962.60"
SO - 0007602,11/3/2016,1/25/2017,38,Distributor,NZD,AXW291,24,5,5,"3,631.40","2,033.58","18,157.00"
SO - 0007603,11/3/2016,1/19/2017,26,Wholesale,USD,FLR025,63,2,9,"6,472.20","5,371.93","58,249.80"
SO - 0007604,11/3/2016,2/1/2017,2,Wholesale,GBP,AXW291,30,7,12,"1,896.10","1,573.76","22,753.20"
SO - 0007605,11/3/2016,1/8/2017,16,Wholesale,USD,NXH382,56,11,7,"1,835.80","1,193.27","12,850.60"
SO - 0007606,11/3/2016,1/8/2017,25,Distributor,EUR,NXH382,59,5,8,"3,966.40","1,626.22","31,731.20"
SO - 0007607,11/4/2016,1/17/2017,30,Distributor,NZD,AXW291,21,11,11,"2,860.90","1,316.01","31,469.90"
SO - 0007608,11/4/2016,1/13/2017,11,Distributor,NZD,NXH382,53,14,10,"1,983.20","1,606.39","19,832.00"
SO - 0007609,11/4/2016,12/11/2016,41,Wholesale,USD,NXH382,47,7,9,"1,132.30",622.77,"10,190.70"
SO - 0007610,11/4/2016,1/29/2017,6,Distributor,USD,NXH382,51,1,9,991.60,436.30,"8,924.40"
SO - 0007611,11/4/2016,12/4/2016,28,Wholesale,EUR,AXW291,30,7,5,"2,566.10","1,026.44","12,830.50"
SO - 0007612,11/4/2016,1/9/2017,9,Distributor,AUD,AXW291,17,5,6,"1,165.80",617.87,"6,994.80"
SO - 0007613,11/4/2016,1/11/2017,32,Distributor,GBP,AXW291,4,13,6,268.00,152.76,"1,608.00"
SO - 0007614,11/4/2016,1/28/2017,40,Wholesale,NZD,FLR025,61,10,11,214.40,126.50,"2,358.40"
SO - 0007615,11/5/2016,12/30/2016,19,Wholesale,AUD,NXH382,49,11,6,167.50,125.63,"1,005.00"
SO - 0007616,11/5/2016,1/30/2017,18,Distributor,NZD,AXW291,29,11,10,"1,139.00",455.60,"11,390.00"
SO - 0007617,11/5/2016,1/22/2017,27,Distributor,EUR,GUT930,34,11,10,"2,519.20","1,435.94","25,192.00"
SO - 0007618,11/5/2016,1/25/2017,50,Export,GBP,NXH382,47,13,8,"2,653.20","1,167.41","21,225.60"
SO - 0007619,11/5/2016,12/20/2016,15,Distributor,USD,AXW291,5,2,5,167.50,142.38,837.50
SO - 0007620,11/5/2016,1/5/2017,13,Distributor,GBP,GUT930,37,1,9,"1,963.10","1,629.37","17,667.90"
SO - 0007621,11/5/2016,12/14/2016,4,Distributor,USD,AXW291,7,8,7,174.20,74.91,"1,219.40"
SO - 0007622,11/6/2016,12/13/2016,45,Wholesale,USD,AXW291,30,14,7,"3,463.90","2,909.68","24,247.30"
SO - 0007623,11/6/2016,1/16/2017,18,Export,NZD,GUT930,42,11,7,"4,006.60","3,165.21","28,046.20"
SO - 0007624,11/6/2016,12/12/2016,6,Export,AUD,NXH382,55,9,11,"3,959.70","1,742.27","43,556.70"
SO - 0007625,11/6/2016,2/3/2017,31,Export,AUD,GUT930,42,9,8,"1,822.40","1,221.01","14,579.20"
SO - 0007626,11/6/2016,1/7/2017,8,Wholesale,AUD,FLR025,63,13,8,"2,311.50","1,525.59","18,492.00"
SO - 0007627,11/6/2016,1/22/2017,3,Wholesale,NZD,FLR025,66,7,10,891.10,623.77,"8,911.00"
SO - 0007628,11/6/2016,12/23/2016,38,Export,AUD,AXW291,23,5,5,207.70,97.62,"1,038.50"
SO - 0007629,11/6/2016,12/26/2016,36,Distributor,USD,GUT930,32,2,8,"1,279.70",678.24,"10,237.60"
SO - 0007630,11/6/2016,12/23/2016,2,Distributor,GBP,GUT930,32,3,11,227.80,100.23,"2,505.80"
SO - 0007631,11/7/2016,2/2/2017,14,Distributor,USD,GUT930,32,5,8,"1,018.40",661.96,"8,147.20"
SO - 0007632,11/7/2016,12/26/2016,41,Distributor,NZD,AXW291,1,2,10,"3,939.60","1,851.61","39,396.00"
SO - 0007633,11/7/2016,12/27/2016,30,Distributor,USD,AXW291,31,1,7,"1,005.00",572.85,"7,035.00"
SO - 0007634,11/7/2016,12/16/2016,26,Wholesale,NZD,NXH382,56,6,9,"1,085.40",835.76,"9,768.60"
SO - 0007635,11/7/2016,1/18/2017,29,Wholesale,AUD,GUT930,44,13,10,"3,872.60","2,749.55","38,726.00"
SO - 0007636,11/7/2016,2/2/2017,50,Distributor,NZD,NXH382,56,5,9,"4,006.60","2,283.76","36,059.40"
SO - 0007637,11/7/2016,1/19/2017,7,Distributor,USD,AXW291,7,11,12,234.50,126.63,"2,814.00"
SO - 0007638,11/8/2016,1/18/2017,47,Wholesale,NZD,NXH382,55,7,11,"1,078.70",701.16,"11,865.70"
SO - 0007639,11/8/2016,1/17/2017,26,Distributor,USD,AXW291,18,14,5,"2,525.90","1,288.21","12,629.50"
SO - 0007640,11/8/2016,1/25/2017,42,Wholesale,USD,GUT930,32,11,8,"2,385.20","1,645.79","19,081.60"
SO - 0007641,11/8/2016,12/28/2016,40,Distributor,GBP,AXW291,2,9,10,201.00,168.84,"2,010.00"
SO - 0007642,11/8/2016,1/15/2017,34,Distributor,NZD,NXH382,55,9,6,"1,051.90",704.77,"6,311.40"
SO - 0007643,11/9/2016,12/11/2016,25,Wholesale,GBP,AXW291,16,1,6,911.20,446.49,"5,467.20"
SO - 0007644,11/9/2016,1/20/2017,28,Distributor,AUD,FLR025,62,7,12,"1,748.70","1,206.60","20,984.40"
SO - 0007645,11/9/2016,12/24/2016,49,Distributor,USD,NXH382,48,7,7,"1,252.90",764.27,"8,770.30"
SO - 0007646,11/9/2016,1/17/2017,12,Distributor,NZD,GUT930,46,4,7,"3,886.00","2,914.50","27,202.00"
SO - 0007647,11/9/2016,1/3/2017,29,Wholesale,USD,AXW291,3,1,8,984.90,827.32,"7,879.20"
SO - 0007648,11/9/2016,1/3/2017,9,Wholesale,AUD,GUT930,45,2,12,"1,098.80",846.08,"13,185.60"
SO - 0007649,11/9/2016,12/14/2016,36,Export,NZD,AXW291,31,6,6,"1,132.30",928.49,"6,793.80"
SO - 0007650,11/9/2016,12/10/2016,24,Wholesale,NZD,FLR025,61,5,11,"5,239.40","3,824.76","57,633.40"
SO - 0007651,11/10/2016,12/25/2016,40,Export,AUD,AXW291,15,9,9,194.30,108.81,"1,748.70"
SO - 0007652,11/10/2016,12/24/2016,47,Wholesale,AUD,NXH382,50,5,12,"2,673.30","1,229.72","32,079.60"
SO - 0007653,11/10/2016,12/13/2016,18,Export,NZD,GUT930,35,13,10,938.00,665.98,"9,380.00"
SO - 0007654,11/10/2016,1/13/2017,5,Distributor,USD,AXW291,2,13,11,"2,606.30","1,668.03","28,669.30"
SO - 0007655,11/10/2016,12/22/2016,30,Wholesale,NZD,AXW291,20,7,11,"1,025.10",871.34,"11,276.10"
SO - 0007656,11/10/2016,1/30/2017,45,Distributor,AUD,GUT930,33,5,9,247.90,143.78,"2,231.10"
SO - 0007657,11/10/2016,12/20/2016,36,Export,NZD,GUT930,40,1,7,"1,916.20","1,341.34","13,413.40"
SO - 0007658,11/10/2016,12/21/2016,23,Wholesale,AUD,AXW291,14,12,7,"1,721.90","1,084.80","12,053.30"
SO - 0007659,11/10/2016,12/22/2016,22,Export,USD,NXH382,54,9,8,"1,038.50",726.95,"8,308.00"
SO - 0007660,11/11/2016,1/29/2017,46,Wholesale,NZD,AXW291,7,11,5,"2,921.20","2,103.26","14,606.00"
SO - 0007661,11/11/2016,1/8/2017,21,Export,NZD,GUT930,37,9,5,"5,031.70","4,226.63","25,158.50"
SO - 0007662,11/11/2016,1/14/2017,28,Distributor,AUD,AXW291,12,1,8,"3,859.20","2,083.97","30,873.60"
SO - 0007663,11/11/2016,12/29/2016,43,Wholesale,USD,GUT930,42,2,7,991.60,515.63,"6,941.20"
SO - 0007664,11/11/2016,12/14/2016,32,Wholesale,NZD,NXH382,53,10,9,904.50,361.80,"8,140.50"
SO - 0007665,11/11/2016,1/15/2017,19,Distributor,NZD,AXW291,24,13,5,"6,365.00","5,028.35","31,825.00"
SO - 0007666,11/11/2016,1/22/2017,17,Wholesale,NZD,AXW291,24,11,9,"1,165.80",606.22,"10,492.20"
SO - 0007667,11/11/2016,12/30/2016,33,Wholesale,USD,GUT930,35,9,8,"3,711.80","2,598.26","29,694.40"
SO - 0007668,11/12/2016,12/21/2016,4,Wholesale,NZD,FLR025,66,13,11,"3,959.70","2,138.24","43,556.70"
SO - 0007669,11/12/2016,12/27/2016,40,Export,NZD,AXW291,19,6,6,"1,031.80",815.12,"6,190.80"
SO - 0007670,11/12/2016,1/24/2017,8,Wholesale,AUD,AXW291,17,3,9,"6,365.00","5,219.30","57,285.00"
SO - 0007671,11/12/2016,12/24/2016,16,Wholesale,NZD,AXW291,5,2,7,"2,559.40","1,023.76","17,915.80"
SO - 0007672,11/12/2016,1/11/2017,6,Distributor,NZD,NXH382,59,1,9,"6,452.10","4,387.43","58,068.90"
SO - 0007673,11/12/2016,1/16/2017,3,Wholesale,USD,AXW291,23,5,5,247.90,111.56,"1,239.50"
SO - 0007674,11/12/2016,1/17/2017,28,Wholesale,GBP,AXW291,8,2,6,"1,728.60","1,382.88","10,371.60"
SO - 0007675,11/13/2016,1/16/2017,34,Wholesale,NZD,GUT930,41,5,10,"1,132.30",600.12,"11,323.00"
SO - 0007676,11/13/2016,12/22/2016,21,Wholesale,NZD,AXW291,11,9,8,"3,953.00","2,608.98","31,624.00"
SO - 0007677,11/13/2016,1/31/2017,10,Wholesale,USD,AXW291,3,1,11,998.30,419.29,"10,981.30"
SO - 0007678,11/13/2016,1/17/2017,18,Wholesale,AUD,NXH382,51,1,6,"1,072.00",857.60,"6,432.00"
SO - 0007679,11/13/2016,1/7/2017,50,Export,AUD,NXH382,47,9,11,"5,400.20","2,322.09","59,402.20"
SO - 0007680,11/13/2016,2/9/2017,30,Wholesale,AUD,AXW291,2,11,11,"1,755.40",754.82,"19,309.40"
SO - 0007681,11/13/2016,1/4/2017,19,Export,USD,AXW291,19,11,6,"2,458.90","1,278.63","14,753.40"
SO - 0007682,11/13/2016,1/3/2017,39,Distributor,NZD,NXH382,53,10,10,"1,849.20",887.62,"18,492.00"
SO - 0007683,11/13/2016,1/19/2017,3,Wholesale,USD,GUT930,40,2,5,"1,715.20","1,063.42","8,576.00"
SO - 0007684,11/13/2016,12/21/2016,33,Wholesale,AUD,GUT930,34,7,8,"1,011.70",526.08,"8,093.60"
SO - 0007685,11/13/2016,1/4/2017,40,Distributor,USD,GUT930,38,4,8,"1,078.70",798.24,"8,629.60"
SO - 0007686,11/14/2016,12/19/2016,5,Distributor,USD,FLR025,65,11,12,"1,011.70",404.68,"12,140.40"
SO - 0007687,11/14/2016,1/13/2017,33,Wholesale,GBP,AXW291,9,2,12,"1,025.10",656.06,"12,301.20"
SO - 0007688,11/14/2016,2/10/2017,24,Distributor,AUD,FLR025,61,9,9,"1,775.50","1,260.61","15,979.50"
SO - 0007689,11/14/2016,12/28/2016,35,Wholesale,AUD,GUT930,34,11,8,"1,112.20",478.25,"8,897.60"
SO - 0007690,11/14/2016,1/12/2017,17,Wholesale,USD,NXH382,55,11,11,716.90,465.99,"7,885.90"
SO - 0007691,11/14/2016,12/25/2016,14,Wholesale,NZD,NXH382,52,6,7,"2,633.10","1,764.18","18,431.70"
SO - 0007692,11/14/2016,12/29/2016,45,Distributor,AUD,GUT930,44,11,10,871.00,653.25,"8,710.00"
SO - 0007693,11/15/2016,12/20/2016,40,Wholesale,NZD,GUT930,32,3,6,984.90,512.15,"5,909.40"
SO - 0007694,11/15/2016,1/8/2017,14,Distributor,USD,GUT930,37,2,5,"1,105.50",884.40,"5,527.50"
SO - 0007695,11/15/2016,12/20/2016,6,Distributor,AUD,FLR025,65,11,10,"3,068.60","1,442.24","30,686.00"
SO - 0007696,11/15/2016,12/27/2016,36,Wholesale,USD,AXW291,16,1,7,"2,371.80","1,541.67","16,602.60"
SO - 0007697,11/15/2016,12/15/2016,36,Wholesale,USD,GUT930,38,1,12,"3,470.60","2,221.18","41,647.20"
SO - 0007698,11/15/2016,12/23/2016,38,Distributor,NZD,AXW291,12,7,11,180.90,103.11,"1,989.90"
SO - 0007699,11/15/2016,1/11/2017,10,Export,NZD,NXH382,47,3,11,"1,139.00",945.37,"12,529.00"
SO - 0007700,11/15/2016,1/24/2017,5,Wholesale,AUD,GUT930,31,7,8,850.90,578.61,"6,807.20"
SO - 0007701,11/15/2016,12/19/2016,46,Wholesale,USD,NXH382,53,14,8,"3,055.20","1,894.22","24,441.60"
SO - 0007702,11/15/2016,1/7/2017,10,Wholesale,USD,FLR025,62,2,11,"2,619.70","1,414.64","28,816.70"
SO - 0007703,11/15/2016,2/13/2017,44,Wholesale,EUR,AXW291,24,1,5,"1,983.20","1,685.72","9,916.00"
SO - 0007704,11/16/2016,12/28/2016,16,Wholesale,EUR,AXW291,6,2,7,"3,772.10","1,961.49","26,404.70"
SO - 0007705,11/16/2016,1/18/2017,40,Export,USD,GUT930,39,6,9,221.10,139.29,"1,989.90"
SO - 0007706,11/16/2016,1/14/2017,16,Export,EUR,NXH382,60,2,6,864.30,579.08,"5,185.80"
SO - 0007707,11/16/2016,1/14/2017,27,Wholesale,AUD,NXH382,48,2,7,"1,715.20",926.21,"12,006.40"
SO - 0007708,11/16/2016,1/14/2017,25,Export,USD,AXW291,30,7,8,"5,869.20","2,347.68","46,953.60"
SO - 0007709,11/16/2016,1/22/2017,46,Wholesale,GBP,AXW291,29,11,12,167.50,97.15,"2,010.00"
SO - 0007710,11/16/2016,2/7/2017,9,Distributor,EUR,FLR025,60,11,9,"2,304.80","1,912.98","20,743.20"
SO - 0007711,11/17/2016,12/18/2016,28,Wholesale,NZD,AXW291,27,7,12,"1,132.30",781.29,"13,587.60"
SO - 0007712,11/17/2016,12/27/2016,45,Wholesale,GBP,GUT930,37,1,10,"3,289.70","1,677.75","32,897.00"
SO - 0007713,11/17/2016,1/21/2017,33,Wholesale,NZD,NXH382,57,1,10,"3,738.60","1,869.30","37,386.00"
SO - 0007714,11/17/2016,1/7/2017,23,Distributor,USD,GUT930,43,7,9,"3,879.30","1,745.69","34,913.70"
SO - 0007715,11/17/2016,12/25/2016,23,Wholesale,NZD,AXW291,25,9,10,"6,224.30","3,672.34","62,243.00"
SO - 0007716,11/17/2016,1/27/2017,9,Distributor,NZD,AXW291,22,7,10,"2,432.10","1,240.37","24,321.00"
SO - 0007717,11/17/2016,12/20/2016,1,Distributor,NZD,GUT930,44,7,9,"1,005.00",633.15,"9,045.00"
SO - 0007718,11/17/2016,12/18/2016,48,Distributor,NZD,AXW291,6,1,11,"3,953.00","2,648.51","43,483.00"
SO - 0007719,11/17/2016,1/22/2017,22,Wholesale,AUD,NXH382,53,7,8,"1,011.70",424.91,"8,093.60"
SO - 0007720,11/17/2016,12/20/2016,7,Distributor,GBP,AXW291,10,7,11,214.40,115.78,"2,358.40"
SO - 0007721,11/17/2016,12/31/2016,37,Distributor,EUR,AXW291,20,9,9,"2,452.20","1,716.54","22,069.80"
SO - 0007722,11/17/2016,12/26/2016,17,Wholesale,NZD,AXW291,7,1,10,187.60,105.06,"1,876.00"
SO - 0007723,11/17/2016,2/4/2017,50,Wholesale,NZD,AXW291,4,13,8,"2,854.20","1,712.52","22,833.60"
SO - 0007724,11/17/2016,1/29/2017,27,Wholesale,USD,GUT930,37,1,11,261.30,138.49,"2,874.30"
SO - 0007725,11/17/2016,1/19/2017,26,Export,AUD,GUT930,45,11,5,"5,688.30","3,526.75","28,441.50"
SO - 0007726,11/18/2016,2/10/2017,10,Distributor,NZD,AXW291,27,7,10,931.30,772.98,"9,313.00"
SO - 0007727,11/18/2016,2/10/2017,47,Wholesale,USD,AXW291,13,5,5,"1,118.90",850.36,"5,594.50"
SO - 0007728,11/18/2016,1/16/2017,15,Wholesale,NZD,AXW291,23,13,5,"1,112.20",533.86,"5,561.00"
SO - 0007729,11/18/2016,1/5/2017,37,Wholesale,GBP,FLR025,66,9,8,"1,909.50",916.56,"15,276.00"
SO - 0007730,11/18/2016,12/26/2016,16,Wholesale,USD,GUT930,40,13,5,"5,601.20","4,312.92","28,006.00"
SO - 0007731,11/18/2016,1/10/2017,28,Export,NZD,AXW291,25,11,10,951.40,608.90,"9,514.00"
SO - 0007732,11/18/2016,1/3/2017,42,Wholesale,GBP,NXH382,52,1,8,194.30,97.15,"1,554.40"
SO - 0007733,11/18/2016,2/7/2017,9,Distributor,AUD,AXW291,4,2,10,"3,195.90","1,981.46","31,959.00"
SO - 0007734,11/18/2016,2/15/2017,5,Export,GBP,GUT930,43,2,11,"1,956.40","1,565.12","21,520.40"
SO - 0007735,11/18/2016,12/23/2016,6,Wholesale,NZD,NXH382,52,11,11,938.00,656.60,"10,318.00"
SO - 0007736,11/18/2016,12/20/2016,36,Export,NZD,AXW291,7,3,6,"2,237.80","1,902.13","13,426.80"
SO - 0007737,11/18/2016,1/10/2017,8,Wholesale,USD,GUT930,43,10,12,"3,685.00","3,095.40","44,220.00"
SO - 0007738,11/18/2016,12/26/2016,23,Export,USD,GUT930,32,11,12,"2,820.70","1,664.21","33,848.40"
SO - 0007739,11/18/2016,2/7/2017,24,Wholesale,NZD,GUT930,47,11,6,857.60,445.95,"5,145.60"
SO - 0007740,11/19/2016,1/21/2017,31,Distributor,NZD,AXW291,22,1,12,871.00,679.38,"10,452.00"
SO - 0007741,11/19/2016,2/17/2017,41,Distributor,GBP,AXW291,18,8,12,"3,658.20","2,780.23","43,898.40"
SO - 0007742,11/19/2016,1/13/2017,37,Distributor,GBP,NXH382,60,9,9,"6,043.40","2,598.66","54,390.60"
SO - 0007743,11/19/2016,1/24/2017,7,Wholesale,USD,NXH382,52,12,8,"2,398.60","1,151.33","19,188.80"
SO - 0007744,11/19/2016,2/3/2017,17,Export,NZD,AXW291,18,14,11,"4,020.00","2,894.40","44,220.00"
SO - 0007745,11/19/2016,1/3/2017,36,Wholesale,NZD,AXW291,7,5,7,214.40,137.22,"1,500.80"
SO - 0007746,11/19/2016,12/24/2016,2,Distributor,USD,NXH382,47,5,5,"6,210.90","2,981.23","31,054.50"
SO - 0007747,11/20/2016,2/13/2017,21,Distributor,NZD,NXH382,47,11,9,"2,432.10","1,167.41","21,888.90"
SO - 0007748,11/20/2016,1/26/2017,15,Distributor,USD,NXH382,50,1,11,201.00,168.84,"2,211.00"
SO - 0007749,11/20/2016,1/29/2017,36,Wholesale,NZD,AXW291,12,9,9,683.40,362.20,"6,150.60"
SO - 0007750,11/20/2016,12/29/2016,34,Wholesale,USD,AXW291,7,2,7,"6,271.20","3,762.72","43,898.40"
SO - 0007751,11/20/2016,2/10/2017,43,Distributor,NZD,FLR025,61,13,10,911.20,382.70,"9,112.00"
